Date,Amount,Location,Store,Fraudulent
2007-04-19,333.63,East Victorton,Harris Inc,True
2011-08-30,595.84,Solisshire,"Summers, Davis and Williams",False
2025-02-12,590.54,East Dorothyland,"Peterson, Mckinney and Collins",False
2015-06-30,385.49,East Shelbyland,Phillips Ltd,True
1980-05-17,313.97,Paulmouth,"Anthony, Baxter and Schmidt",False
2022-01-19,275.48,Danielmouth,"White, Hernandez and Short",True
2010-06-30,82.05,Keithside,Lindsey PLC,True
1997-01-31,870.49,Gonzalezmouth,Gonzales-Olson,False
1996-04-05,2.42,South Briantown,Edwards LLC,False
1981-11-15,479.72,Laurenton,Mccormick-Clark,False
1985-03-16,265.22,Watsonmouth,"Fox, Koch and Stone",False
1975-11-08,476.62,New Davidborough,Reed-Cunningham,True
1981-05-27,151.45,New Carlos,Jones Ltd,True
1973-10-28,825.99,Morenomouth,Harvey Group,False
1988-10-16,370.18,Lake Laurenfort,Burke Inc,True
1982-02-17,189.01,Zimmermanville,Hayes Inc,True
1999-05-03,134.49,Ruthtown,Woodard-Spencer,False
2023-04-23,871.52,Wrightville,Clark LLC,True
1985-03-19,808.49,Jamesland,Mahoney-Gibson,True
2009-10-10,407.42,Heathport,Jimenez-Mitchell,True
2018-12-17,684.2,Laurenmouth,Kline-Ross,True
2013-01-21,499.85,Angelaberg,Holt LLC,True
1997-04-03,419.91,Johnstonborough,Barrera-Stewart,True
2019-06-26,618.14,Lake Robertborough,Moore Ltd,True
2018-12-06,898.49,Watkinsburgh,"Garcia, Torres and Burke",True
2020-07-05,260.92,New Antoniobury,Carter Ltd,False
2017-10-04,940.24,West Justin,Rowland PLC,False
1986-09-09,467.66,West Pamborough,Donovan and Sons,True
2008-02-23,868.96,Ericksonchester,Arnold Group,False
1975-05-23,94.55,Travisville,Williams-Davis,False
2000-08-18,602.05,Simmonsville,Gray-Valenzuela,False
2016-11-05,379.18,North Michael,"Hill, Anderson and Lindsey",False
1978-07-30,624.85,Port Keithmouth,Richardson-Weaver,True
1978-03-22,603.12,South Mary,Alvarez-Shields,True
1997-01-16,313.61,Marshallmouth,Jackson-Wilson,True
1999-11-28,367.14,Robertsonshire,Conway-Morris,True
1997-10-12,748.35,East Nicole,Noble-Flores,True
1975-02-02,726.86,New Sean,"Mcdonald, Payne and Nash",False
2017-05-29,370.44,Derekfort,Carlson-Dorsey,True
1971-02-17,749.81,Greenhaven,Ferguson Group,False
1975-10-22,829.47,Grantberg,"Perez, Pope and Sanders",False
1970-12-23,433.23,South Jonathan,Smith Ltd,True
1990-03-30,666.17,Deniseton,Robinson-Brown,True
2000-10-25,998.32,South Michelle,Pacheco-Pope,False
1977-08-24,979.4,Gallagherchester,Dunn-Jordan,True
1988-03-03,154.52,Lynnburgh,Robertson-Vang,False
2009-08-23,275.92,West Ryanhaven,Bowen and Sons,True
1989-01-09,542.61,North Pamela,Boyle PLC,True
1975-10-07,203.74,Lake Brianberg,Barker-Parrish,True
2017-12-21,316.87,Port Billyfurt,"Gibson, Meza and Duncan",True
2022-11-18,574.69,Port Loriville,"Mclean, Anderson and Blake",True
1978-04-04,999.91,West Sabrina,"Parks, Dodson and Daniels",False
2009-04-11,592.89,Lake Aaronville,"Walters, Robinson and Golden",True
1990-08-09,443.53,Villamouth,Turner Inc,False
2003-02-24,514.33,South Kevinside,Cline Inc,True
2009-01-15,134.22,Michaelshire,"Avery, Joseph and Cole",False
1979-12-28,20.22,Webbburgh,Goodwin PLC,True
2005-09-08,70.67,Port Jessicamouth,White LLC,False
2023-01-08,307.44,Lake Jenna,Cox Inc,False
2008-08-06,793.82,Kaylaburgh,"Tate, Ramirez and Sheppard",False
1981-10-04,377.29,Lake Janet,Shannon Ltd,False
2006-07-10,694.45,South Jessica,"Peterson, Mclean and Glass",False
2019-05-01,903.22,West Jamesside,Silva-Brown,False
2021-10-13,639.22,Laurentown,"Wallace, Blanchard and Wells",False
2019-12-27,869.08,Jonesmouth,Wilson Group,False
2005-08-16,305.85,Thompsonstad,Reed-Stone,True
2011-12-14,99.89,Lake Angela,Bright-Little,True
1978-06-12,270.99,Port Peterside,Shaffer-Parker,False
1971-01-02,773.75,New Jessicaside,"Brown, Cole and Lin",True
1979-06-03,441.67,Petersonmouth,Bryant-Mathis,False
1996-04-24,867.75,Lake Alex,"Morales, Krueger and Galloway",True
2011-06-09,23.57,Brownchester,Wilson-Miller,True
2024-11-19,957.8,Williamsonstad,"Reynolds, Morris and Williams",False
1996-07-15,599.51,Conleymouth,Shelton Inc,True
1977-11-29,808.4,Jacquelinehaven,Gallagher-Wilson,False
1975-05-24,351.68,Lawrencemouth,Lee-Clayton,False
2010-08-11,746.36,South Mariastad,"Wilson, Weber and Perez",True
1982-12-06,582.74,South Stacy,"Donaldson, Lyons and Harrison",False
1982-03-08,537.87,North Victor,Jenkins-Mason,True
1978-09-11,255.48,Alexborough,"Cortez, Hill and Scott",False
1972-12-25,537.42,Fergusonton,Roach Group,True
1987-02-06,516.52,North Angela,Ramirez LLC,True
2007-05-11,394.89,East Chrisstad,"Parrish, Erickson and Mcdonald",False
1991-04-25,857.74,East Angela,Clark Group,False
1995-10-11,14.83,Barnesville,Montgomery-Black,True
2016-07-25,947.04,Wilsonville,Perkins Inc,True
1985-10-29,893.17,Richardburgh,Brock Group,True
1970-12-26,313.09,Prestonstad,"Jones, Anderson and Diaz",False
2014-06-12,656.9,Port Tanyafurt,"Norton, Morales and Taylor",False
2004-12-02,693.62,New Bethland,Horn-Gill,False
1989-04-14,560.98,Lauratown,"Reed, Wallace and Davis",True
1983-09-01,679.7,Raymouth,Gibson Group,True
2000-07-18,943.7,Lake Michael,Gould Ltd,False
2018-11-11,905.84,West Johnberg,Morris Group,True
2001-10-09,595.92,North Harry,Matthews-Mathis,True
2007-12-07,899.88,Lake Ricardotown,Johnson Inc,True
2004-01-10,349.33,Mackside,"Miller, Wallace and Brown",False
2005-12-02,244.57,Andersonshire,"Duncan, Meyers and Mcbride",True
2020-10-23,581.35,Davismouth,"Anthony, Barry and Herrera",True
1997-02-11,891.77,West Kevin,"Clark, Smith and Walker",True
1988-02-26,197.88,Gregoryside,"Swanson, Perry and Barry",True
2003-12-09,605.43,Amandashire,Wilkins LLC,False
1986-11-10,847.21,Brentton,Davis Inc,False
2021-12-14,32.05,Lake Kristen,Wiggins-Pacheco,False
2014-11-05,198.47,West Ashley,Davis LLC,True
1975-01-07,574.89,Nixonton,Rojas-Taylor,False
2017-12-20,920.82,East Rebecca,Cook Inc,False
1984-02-04,757.41,West Gilbert,Turner-Campbell,False
2022-06-20,44.08,Marioborough,"May, Obrien and Mckinney",True
1973-12-12,669.22,Port Deborahville,"Martinez, Sullivan and Flores",False
1977-01-05,388.27,Danielchester,"Hernandez, Navarro and Griffith",True
2016-10-08,294.86,Lake Jamesfurt,Warner-Melendez,True
1986-04-20,691.81,East Lori,"Rodriguez, Jones and Harris",False
2020-03-08,370.65,West Victoria,"Shaw, Watson and Perry",True
2023-04-25,36.49,Kevinchester,Perry-Smith,False
1986-07-05,143.92,Campbellberg,"Hawkins, Key and Curtis",False
2001-01-14,558.72,Fishershire,Romero-Hernandez,False
2001-12-03,606.39,Port Mollytown,"Romero, Jackson and Morales",True
1986-06-19,560.8,Maureentown,Hudson-Nguyen,True
2011-09-14,127.13,Brownhaven,"Gilbert, Deleon and Jordan",False
1970-04-28,692.08,South Hollyton,"Reyes, Atkinson and Anderson",False
2009-05-24,38.38,East Jasonport,Savage Group,False
2024-01-25,517.01,Johnathanton,Lopez Inc,False
1977-04-16,695.15,New Abigailhaven,Davis Ltd,False
1994-10-02,959.92,East Cynthiashire,"Jackson, Daniel and Ruiz",True
1998-07-27,757.09,Johnsontown,Griffin LLC,True
1981-05-16,19.82,Port Michael,Berg-Diaz,True
2018-10-08,177.32,Henryberg,Jones-Hickman,True
2015-08-26,249.86,South Josephfurt,White Inc,False
2002-06-10,547.8,Justinport,Hoover Group,False
1991-06-05,168.12,Smithborough,Page PLC,False
1994-05-30,230.99,West Courtney,Cox-Jones,True
1990-01-26,326.9,Turnerton,"Richards, Hooper and Ortega",False
1984-02-10,814.17,Alexandriaview,"Martinez, Arroyo and Conley",False
2006-02-25,850.31,Timothyville,Young-Huff,False
1970-11-11,176.55,West Taraland,Anderson Group,True
1970-07-31,324.96,Robbinsland,"Calderon, Harris and Salazar",False
2018-12-09,973.39,Rogersborough,"Mercado, Diaz and Payne",False
2015-04-05,168.94,Lopezborough,Parker-Hernandez,True
1974-09-14,960.34,Juliefurt,Cook Ltd,True
1989-02-23,277.26,South Diane,Hodge Ltd,True
1974-06-30,155.15,Port Emilyport,Randall Inc,False
1991-11-23,585.11,Benjaminland,Ray Ltd,True
1974-03-16,850.73,New Bryanview,Black-Watson,False
1991-09-07,129.78,South Justin,"Gibson, Payne and Miller",True
1989-07-21,472.19,Heberttown,Green-Rivera,False
2004-11-02,159.26,Lauraton,Gardner-Hubbard,True
2020-07-23,64.04,South Steven,Williams Inc,True
1990-09-18,682.85,Alexanderberg,"Travis, Stevenson and Golden",False
1995-06-15,224.91,Port Stephen,Martin-Manning,False
1999-02-03,232.07,Port Stephanie,Wilson-Rojas,True
2011-06-28,461.02,Jonesberg,Simon Group,False
1978-06-28,362.4,New Wendyport,Davis PLC,True
1970-10-11,572.2,Daltonberg,"Ramirez, Knight and Holt",True
2025-02-17,550.2,East Valerieville,Lee Group,True
1994-02-16,413.74,Lake Robertshire,"Mann, Lawson and Knight",False
2023-10-19,604.04,South Tyler,Adkins PLC,False
1974-04-02,729.9,Julianburgh,Woods-Wright,True
2024-06-18,236.32,Jerrybury,Joseph Group,False
2003-08-23,455.39,Lake Rachelburgh,"Campbell, Saunders and Moore",False
1998-09-16,576.59,Andreafurt,Lee Group,True
1979-07-26,134.71,Johnberg,Scott Group,True
1973-02-16,636.84,Paultown,Wilson-Escobar,True
2020-01-29,461.01,North Kristintown,Henderson and Sons,False
2022-04-16,874.33,Charlesberg,"Figueroa, Garza and Diaz",True
2019-09-06,30.95,Davisberg,Matthews-Bolton,True
1992-09-08,826.0,New Elizabethside,Kelly-Miller,True
1985-09-04,837.69,New Robertville,Patterson Inc,True
1975-05-18,132.37,Gonzalezburgh,Johnson LLC,False
1975-03-18,744.72,North Christina,"Flowers, Wagner and Castillo",False
1993-01-01,904.89,New Robert,Riley-Williams,False
2013-10-25,111.31,Holmesmouth,Serrano-Johnson,True
1995-12-30,464.46,Lake Michaelmouth,Wolfe Inc,False
1981-06-28,687.29,New Melissatown,Perkins-Rodriguez,False
1975-03-31,308.79,South Nicolebury,"Bell, Ward and Pace",True
2019-10-13,487.69,West Cassidyville,Arnold-Marquez,False
1993-03-06,502.11,North Feliciahaven,Hurst LLC,False
2014-11-25,245.15,Andersonmouth,"Reed, Dennis and Anderson",False
1993-12-21,481.29,Michaelview,Koch and Sons,False
1980-03-25,453.1,Adamsmouth,"Bennett, Rowland and Hall",False
1997-08-08,317.4,West Rogerhaven,Vaughn and Sons,False
1995-10-23,703.03,West Steven,Joseph-Hughes,True
2024-01-25,323.57,Paultown,Moore PLC,True
1999-04-17,262.29,South Daniel,"Brown, Thomas and Johnson",True
1987-06-19,55.7,Andreashire,"Rivera, Moore and Woodward",False
1970-05-15,207.51,Mariaton,"Allen, Green and Anthony",True
2010-02-21,815.76,South Thomas,Sharp-Khan,True
1983-01-31,662.83,Hancockstad,Stevenson LLC,True
2000-02-04,543.97,Lake Sierra,Schultz Group,False
1972-11-20,307.02,New Lauren,Palmer and Sons,False
1988-11-08,2.56,Mooreborough,"Gordon, Fletcher and Williams",False
2014-08-19,798.36,Barnesside,Wilson and Sons,True
1983-03-06,662.32,Nelsonmouth,Guerrero-Torres,False
2017-06-21,529.83,South Melissa,Harrington-Flores,False
1976-08-31,810.47,North Sandra,Oconnor Group,True
1974-09-28,181.14,Sherrymouth,Oliver and Sons,False
2001-10-19,855.24,North Lisa,Campbell Ltd,True
2014-01-11,851.83,East Calebstad,"Massey, Ramirez and Jones",False
1994-07-22,116.15,Walkerstad,"Brandt, Mueller and Griffin",False
1977-04-16,876.42,East Pamelashire,Kirby Group,False
1982-09-18,400.89,Howardport,Mayo-Briggs,True
1977-04-13,762.43,New William,Russell and Sons,False
1994-09-16,92.37,Jordanburgh,"Miller, Shelton and Aguilar",False
1974-03-25,564.49,Johnchester,Morris Group,False
2020-11-08,596.11,Seanberg,"Mcknight, Mcneil and Weeks",False
1980-01-20,238.08,East Josephport,Macdonald-Hudson,True
1988-11-03,301.14,Aprilfort,Olson LLC,True
1989-09-05,735.85,Carterstad,Blevins-Taylor,True
2015-08-03,389.31,West Caroline,Wright-Boyd,True
2008-05-19,865.6,Lake Joel,Long Group,True
2025-02-02,185.43,Sarafort,"Owen, Clements and Lucas",True
2005-11-24,185.59,North Patriciashire,Martin Inc,True
2014-07-29,712.61,North Roberttown,Guerra LLC,False
1972-01-04,420.33,Hessville,Summers and Sons,True
2024-08-11,479.68,Priceview,"Delacruz, Brown and Davis",False
1994-03-11,260.56,North Sarahside,Richmond-Powell,True
2004-05-17,907.93,Vazquezfurt,"Roberts, Parker and Melendez",True
2013-08-16,690.3,Port Paulafort,"Washington, Stewart and Davis",True
2017-12-31,12.04,South Melissaview,"Price, Villa and Williamson",True
2016-10-04,876.9,New Williamstad,Franco Ltd,True
2008-01-31,307.26,Shermanview,"Shields, Medina and Horn",False
2012-07-10,220.49,South Ericatown,"Cabrera, Hensley and Davis",False
2022-02-17,301.92,Porterville,"Oneal, Schaefer and Cooper",False
1987-07-02,641.63,South Briannafurt,Wright-Hughes,False
1989-07-23,121.99,Angelabury,Fuentes-Cummings,True
1976-11-19,438.47,Lake Jasonport,"Hawkins, Walton and Nicholson",False
2008-04-16,33.52,Port Christineburgh,Dunlap Group,False
2015-01-19,365.01,Martinport,Rivas-Mason,True
2007-01-23,17.63,West Jason,"Ray, Jimenez and Lewis",True
2007-07-02,70.71,Kellybury,Small-Lane,True
1984-12-22,193.06,Ryanmouth,Marshall-Williamson,True
2005-07-14,783.85,Victoriaborough,Salinas Inc,False
2006-03-07,429.81,Courtneyborough,"Rasmussen, Williams and Rodriguez",False
1991-10-09,724.9,New Markbury,Cobb Group,False
2012-04-07,339.38,Eugenestad,"Rodriguez, Hughes and Perkins",True
2001-11-24,698.57,South Matthewburgh,Tran Group,True
2004-01-09,907.42,Levyland,Hernandez and Sons,False
1988-07-17,191.13,Gayfort,Fletcher Inc,True
1995-02-02,939.7,Robertberg,Cook LLC,True
1973-09-15,277.41,Thomasland,Gibson PLC,True
1986-09-25,494.17,Angelaport,Thomas Group,True
2025-01-11,907.67,New Laura,West PLC,False
2009-01-17,471.47,Adamtown,Burgess LLC,False
1996-07-12,36.37,Brewerville,Rodriguez and Sons,True
2014-05-24,496.34,Maxwelltown,"Jensen, Myers and Villegas",True
2015-12-26,854.31,East Laura,Delgado-Meyer,False
2010-10-18,637.24,Lynchhaven,"Doyle, Larson and Moss",True
2010-11-21,461.29,Jonesshire,"Clark, Thompson and Lee",True
1988-03-20,582.75,Riveraside,"Martinez, Adkins and Ball",False
2005-06-27,472.32,Richardmouth,Marquez LLC,True
1990-09-15,438.72,Mckinneyside,Baker-Mueller,False
1992-12-19,778.43,South Matthew,Murray-Murphy,True
1989-04-07,542.03,Smithmouth,Henry-Bowen,True
1992-09-02,109.76,Jessicatown,Burke Ltd,False
2024-10-23,846.13,East Jeffreyfort,Olson PLC,False
2000-01-05,665.51,Lake Briantown,Norton PLC,False
1989-02-18,418.15,Thomasside,Harrison PLC,True
2008-04-01,430.34,West David,Fuller-Lawson,False
1986-07-30,852.63,South Michael,Gillespie-Cochran,True
1986-03-25,675.06,Ashleyburgh,Carter and Sons,True
1977-04-06,595.29,Erichaven,"Bennett, Murphy and Holden",False
2003-04-18,49.36,Alecfort,Taylor-Richards,False
2004-10-15,495.96,West Joshua,Marshall-Brown,False
1996-08-27,879.73,Mckenzieview,Simon Ltd,True
2004-12-11,648.78,South Luisburgh,Lee-Dodson,False
1981-09-06,810.8,Johnstonfurt,"Hernandez, Mckenzie and Walker",False
2012-11-07,545.75,West Jessica,Harris LLC,False
2007-05-27,224.95,Lucasland,"Mclean, Mccoy and Freeman",False
2003-08-20,25.88,East Thomas,"Short, Taylor and Barnett",False
1990-03-09,746.01,Lake Daniel,Christensen-Howell,True
1976-10-02,809.22,Robertburgh,"Parker, Fletcher and Schwartz",True
1993-06-17,349.44,Emilymouth,Fowler-Lewis,True
2013-07-09,310.92,New Denisefurt,Henry Ltd,False
1976-04-24,870.15,Mcdonaldport,Norris-Anderson,False
1989-06-28,465.21,Lake Daniel,Matthews-Reid,True
2007-09-04,248.53,Dianeshire,Nelson Ltd,True
2014-05-24,896.61,Reyesborough,"Jackson, Wilson and West",True
1980-04-10,201.85,Sarahborough,"Lane, Carson and Mayo",True
1983-01-29,859.08,North Andrewhaven,Valencia-Meyers,True
1992-12-19,674.67,North Phillipshire,Ramirez-Sims,False
2023-12-23,583.53,Barrymouth,"Mueller, Wong and Gardner",False
1991-03-18,68.59,Troyland,Rosario Ltd,False
1990-08-19,896.04,Miafort,Manning Inc,True
1995-07-26,417.0,Darleneland,Quinn and Sons,False
1974-07-26,658.61,East Shelby,Stewart-Cunningham,True
2023-11-01,898.1,Samanthaville,"Brown, Moore and Tucker",False
1998-08-06,648.77,Port Dustin,French LLC,True
1975-06-02,800.27,Wilkinsfurt,"Daniels, Bell and Bender",False
1980-01-30,909.62,Scotthaven,Howard Inc,True
1996-04-11,782.35,North Michaelmouth,"Williams, Weaver and Rogers",True
1988-09-25,754.01,Sandovalport,Hill-Sullivan,False
2007-12-17,697.87,Christopherfort,"Martinez, Greene and Oconnell",False
2018-07-31,668.51,West Brittany,Stevenson Group,True
2015-04-19,925.91,Rodriguezland,Riley PLC,False
1989-11-12,910.5,North Robert,"Hernandez, Hawkins and Scott",False
2015-12-26,721.9,South Kelseyhaven,"Floyd, Baker and Ibarra",False
1987-01-10,506.47,Gregoryborough,"Woods, White and Perez",False
2011-03-03,83.86,Herringfurt,"Jacobs, Adams and Shepherd",True
2010-03-31,965.51,Morrisonhaven,Cooley-Jacobs,False
2000-04-02,493.36,Williamsport,"Hoffman, Williams and Mejia",False
1987-05-13,625.8,East Anthony,Thomas-Payne,True
1985-01-14,734.93,Port Paulmouth,Warren LLC,True
1993-02-25,351.08,Brownshire,Mack-Hamilton,False
1975-05-21,679.21,Pattersonton,Michael-King,True
1984-09-26,139.69,Lunaberg,Collins LLC,False
2002-02-01,146.32,Amystad,Fuller-Wilson,False
1993-09-27,492.45,Watsonburgh,"Fox, Lee and Austin",True
1998-01-01,710.11,New Davidburgh,Fields-Dickerson,False
1997-11-29,902.67,New Susan,Hebert Ltd,True
1995-06-17,968.84,North Christopher,Mendoza PLC,True
2002-02-25,466.36,Oliviaside,Brock Inc,True
2018-05-19,990.16,New Ana,"Edwards, Boyd and Wade",False
1985-07-30,455.44,East Danielleborough,"Ferrell, Wilson and Bass",True
2005-05-14,439.45,West Shelby,Huynh Inc,True
2002-08-16,430.07,Hughesland,Gutierrez-Ford,True
2016-01-26,142.01,Lyonsfort,Moore and Sons,False
2010-07-24,773.98,Lake Jenniferton,Holt-Rich,False
1973-06-25,314.84,Taylorstad,"Miller, Carr and Gardner",True
1990-10-13,499.45,New Alison,Ramos and Sons,True
1988-11-12,470.32,Joanneside,Taylor-Rodriguez,False
1981-11-27,138.05,Conradside,Bauer and Sons,False
1983-02-26,484.06,Lake Donald,Adams-Blair,True
1977-05-23,874.56,East Kelly,"Jennings, Estrada and Lawson",False
1994-11-07,272.28,Kingfort,Horton-Hamilton,False
1979-01-04,91.68,Lake Charles,Freeman-Whitehead,True
1970-12-06,234.47,Murphyport,Sandoval Inc,True
1989-12-08,26.33,East Melaniemouth,"Wallace, Smith and Walker",True
1986-12-14,34.83,Barbaraburgh,"Mcdaniel, Wright and Tran",False
2002-09-08,620.75,Charlestown,"Martinez, Rodriguez and Reid",False
1971-05-06,741.45,Collinsshire,Rogers Inc,True
1997-03-09,997.87,Christianville,"Smith, Baker and Walters",False
1981-09-28,159.61,North Andrea,"Smith, George and Johnson",True
1993-09-14,773.43,North Jonathan,Holmes Inc,False
2022-09-18,524.47,East Kellyville,Buck-Bridges,True
1983-06-22,61.0,Kellyhaven,"Baldwin, Alvarez and Rice",True
2022-01-21,296.58,Yatestown,Luna and Sons,False
2007-02-04,115.88,Shawnland,"Rodriguez, Castro and Reed",False
1980-12-04,468.02,Youngview,Carr LLC,False
2002-04-22,562.88,Stricklandfurt,Fields-Clay,True
1981-04-27,263.46,Lake Marcus,"Russell, Johnson and Kim",True
1983-04-19,185.66,Lake Jared,"Davis, Perez and Beltran",False
2004-03-12,917.7,Lake Christina,Camacho PLC,True
1987-09-02,813.38,Stephaniechester,Williams-Reid,True
2023-04-18,87.78,North Alexis,Livingston Ltd,True
1990-08-25,640.16,East Michelleburgh,Conner-Thomas,True
2001-04-29,748.98,Hammondland,"Kelly, Huffman and Reynolds",False
2010-04-04,490.92,Lisastad,Espinoza PLC,True
2018-11-24,891.3,South Alyssa,"Bautista, Bowers and Brown",False
2014-12-24,64.98,West Kenneth,Vargas Inc,False
2021-11-02,821.91,Kellyberg,"Wolfe, Simon and Jones",True
2002-05-16,936.55,South Juliebury,Cohen LLC,False
2022-06-03,505.04,West Michael,Grant-Delgado,False
1988-02-06,30.34,New Henry,Aguilar-Hunt,True
1980-07-11,951.53,Clarkfurt,Jackson Group,True
2022-06-01,791.79,Mendezbury,"Bennett, Adams and Lang",False
2001-03-04,45.97,Tamaraside,Wade-Armstrong,True
1985-07-11,65.78,West George,Moore-Williams,False
1993-08-11,134.37,East Frederick,Jackson and Sons,True
2020-12-09,660.79,Munoztown,Nelson-Carter,False
1974-06-17,995.16,New Amandafort,Bradshaw Group,False
1994-05-12,226.06,Port Erikland,"Wheeler, Caldwell and Cruz",True
2002-09-11,203.28,Brendafurt,Conway LLC,False
1970-02-14,886.61,Lauramouth,Brown Group,True
1970-10-24,468.58,Martinberg,Roberts-Simpson,True
2006-10-09,756.59,North Karenmouth,"Boyd, Wright and Berry",True
1974-06-30,76.26,Huberhaven,Cardenas LLC,False
1983-02-26,565.92,Allenburgh,Graves LLC,True
2018-04-25,743.17,Newmanberg,"Brown, Wong and Taylor",True
1976-04-29,397.74,New Kathleen,Johnson-Gomez,False
2013-12-07,837.47,East Sierrastad,Smith-Thompson,True
2024-03-05,343.25,Cameronhaven,"Schwartz, Scott and Dawson",False
